edge_id,x,y
-102291,"[10134.57, 10134.160566037735, 10133.751132075471, 10133.341698113207, 10132.932264150943, 10132.522830188678, 10132.113396226416, 10131.703962264151, 10131.294528301887, 10130.885094339623, 10130.475660377359, 10130.066226415094, 10129.65679245283, 10129.247358490566, 10128.837924528301, 10128.428490566037, 10128.019056603775, 10127.60962264151, 10127.200188679246, 10126.790754716982, 10126.381320754717, 10125.971886792453, 10125.562452830189, 10125.153018867924, 10124.74358490566, 10124.334150943396, 10123.924716981131, 10123.515283018869, 10123.105849056605, 10122.69641509434, 10122.286981132076, 10121.877547169812, 10121.468113207548, 10121.058679245283, 10120.649245283019, 10120.239811320755, 10119.83037735849, 10119.420943396226, 10119.011509433964, 10118.6020754717, 10118.192641509435, 10117.78320754717, 10117.373773584906, 10116.964339622642, 10116.554905660378, 10116.145471698113, 10115.73603773585, 10115.326603773585, 10114.917169811322, 10114.507735849058, 10114.098301886794, 10113.68886792453, 10113.279433962265, 10112.87]","[10870.8, 10871.121886792453, 10871.443773584904, 10871.765660377358, 10872.087547169811, 10872.409433962264, 10872.731320754716, 10873.05320754717, 10873.375094339623, 10873.696981132074, 10874.018867924528, 10874.34075471698, 10874.662641509434, 10874.984528301886, 10875.30641509434, 10875.628301886793, 10875.950188679244, 10876.272075471697, 10876.59396226415, 10876.915849056604, 10877.237735849056, 10877.55962264151, 10877.881509433962, 10878.203396226414, 10878.525283018867, 10878.84716981132, 10879.169056603774, 10879.490943396226, 10879.812830188679, 10880.134716981132, 10880.456603773586, 10880.778490566037, 10881.10037735849, 10881.422264150944, 10881.744150943396, 10882.066037735849, 10882.387924528302, 10882.709811320756, 10883.031698113207, 10883.35358490566, 10883.675471698114, 10883.997358490566, 10884.319245283019, 10884.641132075472, 10884.963018867926, 10885.284905660377, 10885.60679245283, 10885.928679245284, 10886.250566037736, 10886.572452830189, 10886.894339622642, 10887.216226415096, 10887.538113207547, 10887.86]"
-102366,"[30.23, 29.73178071407144, 29.23356142814288, 28.73534214221432, 28.23712285628576, 27.738903570357202, 27.240684284428642, 26.742464998500083, 26.244245712571523, 25.746026426642963, 25.247807140714404, 24.749587854785844, 24.251368568857288, 23.753149282928725, 23.25492999700017, 22.756710711071605, 22.27017625692986, 21.79339868256452, 21.316621108199172, 20.83984353383383, 20.363065959468482, 19.88628838510314, 19.409510810737796, 18.93273323637245, 18.455955662007106, 17.98751524379409, 17.529592299115713, 17.071669354437333, 16.613746409758953, 16.155823465080573, 15.697900520402195, 15.239977575723817, 14.782054631045437, 14.324354093275584, 13.883786258231693, 13.443218423187801, 13.002650588143913, 12.562082753100022, 12.131787728453606, 11.705430511404785, 11.279073294355964, 10.852716077307143, 10.426358860258325, 10.000001643209504, 9.587557330929307, 9.178835817937676, 8.770114304946043, 8.36139279195441, 7.95267127896278, 7.555965345185811, 7.159643839299667, 6.763490834471283, 6.377169916678231, 5.990848998885179, 5.604528081092127, 5.218207163299077, 4.861828632741157, 4.582500304112475, 4.303171975483793, 4.02384364685511, 3.744515318226428, 3.483810036481831, 3.2326287768759543, 2.9814475172700776, 2.7302662576642005, 2.4988785493400383, 2.2712696724345105, 2.043660795528986, 1.840150185021978, 1.6606770843759247, 1.4812039837298687, 1.3017308830838155, 1.1300101093640567, 0.9623537910029822, 0.79469747264191, 0.6270411542808356, 0.47957514763540643, 0.37879667883422463, 0.27801821003304145, 0.17723974123185965, 0.09730011367491384, 0.044757012084253076, 0.002289675520545636, 0.017741161582535893, 0.03319264764452615, 0.04864413370651662, 0.06409561976850688, 0.07954710583049736, 0.1605398827668424, 0.24351173005268867, 0.32648357733853384, 0.409455424624379, 0.4924272719102253, 0.5753991191960703, 0.7387757459157689, 0.9360395688587997, 1.1333033918018303, 1.330567214744864, 1.5278310376878945, 1.7250948606309282, 1.969956332234393, 2.2507855178107112, 2.5316147033870258, 2.8124438889633403, 3.131136752399947, 3.4642759935038283, 3.7974152346077146, 4.164665593955425, 4.53980655029638, 4.91494750663733, 5.309062461853762, 5.731628276458419, 6.1541940910630695, 6.576759905667727, 7.0306701711263955, 7.487256582672858, 7.943842994219313, 8.40554059865997, 8.881505177917598, 9.357469757175217, 9.833434336432843, 10.309398915690464, 10.789657274742606, 11.28501839256733, 11.780379510392049, 12.275740628216774, 12.771101746041492, 13.26646286386621, 13.761860405213797, 14.267113506653637, 14.772366608093463, 15.277619709533305, 15.782872810973146, 16.288125912412987, 16.793379013852814, 17.298632115292655, 17.803885216732496, 18.309138318172323, 18.81439141961216, 19.319644521052002, 19.824897622491843, 20.33015072393167, 20.835416072300106, 21.34068246928743, 21.845948866274735, 22.35121526326206, 22.85648166024938, 23.361748057236703, 23.867014454224012, 24.372280851211332, 24.877547248198656, 25.382813645185962, 25.888080042173286, 26.393346738859083, 26.89865838620455, 27.403970033550028, 27.909281680895504, 28.414593328240983, 28.919904975586444, 29.425216622931924, 29.9305282702774, 30.435839917622864, 30.941151564968344, 31.44646321231382, 31.95175264846792, 32.45701129814539, 32.962269947822875, 33.467528597500355, 33.97278724717783, 34.478045896855306, 34.98330454653279, 35.48856319621027, 35.993821845887744, 36.499080495565224, 37.004354484252396, 37.50964929236148, 38.01494410047058, 38.52023890857968, 39.02553371668878, 39.53082852479786, 40.03612333290695, 40.54141814101605, 41.04671294912514, 41.550524579717006, 42.05295900725239, 42.55539343478777, 43.05782786232313, 43.56026228985851, 44.062696717393884, 44.56513114492925, 45.06756557246463, 45.57]","[7454.35, 7454.260061713319, 7454.170123426639, 7454.080185139958, 7453.990246853278, 7453.900308566597, 7453.810370279916, 7453.720431993236, 7453.630493706555, 7453.540555419875, 7453.450617133194, 7453.360678846513, 7453.270740559833, 7453.180802273152, 7453.090863986472, 7453.000925699791, 7452.8672058060465, 7452.696928100916, 7452.5266503957855, 7452.356372690655, 7452.1860949855245, 7452.015817280394, 7451.8455395752635, 7451.675261870133, 7451.5049841650025, 7451.314527912877, 7451.098616058132, 7450.882704203387, 7450.666792348643, 7450.450880493898, 7450.2349686391535, 7450.019056784408, 7449.803144929664, 7449.586803640109, 7449.337381638258, 7449.087959636408, 7448.838537634558, 7448.589115632708, 7448.322646687785, 7448.049643252362, 7447.77663981694, 7447.503636381517, 7447.230632946094, 7446.957629510672, 7446.664305866263, 7446.365544963365, 7446.066784060468, 7445.7680231575705, 7445.469262254674, 7445.154741684635, 7444.8397168979045, 7444.524486772366, 7444.197275066039, 7443.870063359711, 7443.542851653384, 7443.215639947056, 7442.861833979725, 7442.43959348296, 7442.017352986196, 7441.595112489432, 7441.172871992668, 7440.739167563843, 7440.299600359533, 7439.8600331552225, 7439.420465950912, 7438.9702718546105, 7438.518048954443, 7438.065826054275, 7437.603004835855, 7437.129612019658, 7436.656219203462, 7436.182826387265, 7435.706604147229, 7435.228898472995, 7434.751192798761, 7434.273487124526, 7433.790216111435, 7433.294075957338, 7432.79793580324, 7432.301795649142, 7431.802459422718, 7431.2989213658075, 7430.795013126702, 7430.288976958172, 7429.7829407896415, 7429.2769046211115, 7428.770868452581, 7428.264832284051, 7427.7652118595, 7427.265785163337, 7426.766358467174, 7426.266931771011, 7425.767505074848, 7425.2680783786855, 7424.7919846005625, 7424.325724655425, 7423.859464710286, 7423.393204765149, 7422.92694482001, 7422.460684874873, 7422.020065501649, 7421.598821723284, 7421.17757794492, 7420.7563341665555, 7420.364060004986, 7419.9828388115575, 7419.601617618129, 7419.253896805478, 7418.913925313794, 7418.57395382211, 7418.258441776872, 7417.97960583118, 7417.700769885489, 7417.421933939797, 7417.198481355149, 7416.979757325666, 7416.761033296182, 7416.5544915329865, 7416.381954373005, 7416.209417213024, 7416.036880053043, 7415.864342893062, 7415.706858042668, 7415.602317547023, 7415.497777051378, 7415.393236555733, 7415.288696060088, 7415.184155564443, 7415.079881789684, 7415.047777961756, 7415.015674133828, 7414.9835703059, 7414.951466477972, 7414.919362650044, 7414.887258822115, 7414.855154994187, 7414.823051166259, 7414.790947338331, 7414.758843510403, 7414.7267396824745, 7414.6946358545465, 7414.6625320266185, 7414.630621576832, 7414.598727684663, 7414.566833792494, 7414.534939900325, 7414.503046008157, 7414.471152115988, 7414.43925822382, 7414.407364331651, 7414.375470439482, 7414.343576547313, 7414.311682655145, 7414.27979356564, 7414.248624809823, 7414.217456054005, 7414.186287298187, 7414.15511854237, 7414.123949786553, 7414.092781030735, 7414.061612274917, 7414.0304435191, 7413.999274763282, 7413.9681060074645, 7413.936582010394, 7413.904565620712, 7413.872549231029, 7413.840532841346, 7413.808516451664, 7413.776500061981, 7413.744483672299, 7413.712467282617, 7413.680450892934, 7413.648434503251, 7413.616662387647, 7413.585221821809, 7413.5537812559705, 7413.522340690133, 7413.490900124295, 7413.459459558458, 7413.428018992619, 7413.396578426781, 7413.365137860944, 7413.31773877868, 7413.255521431345, 7413.19330408401, 7413.131086736675, 7413.06886938934, 7413.006652042005, 7412.94443469467, 7412.8822173473345, 7412.82]"
